GameID	StartTime	EndTime	ElapsedTime	ElapsedSecs	HomePlayer1ID	HomePlayer2ID	HomePlayer3ID	HomePlayer4ID	HomePlayer5ID	AwayPlayer1ID	AwayPlayer2ID	AwayPlayer3ID	AwayPlayer4ID	AwayPlayer5ID	HomePlayer1Name	HomePlayer2Name	HomePlayer3Name	HomePlayer4Name	HomePlayer5Name	AwayPlayer1Name	AwayPlayer2Name	AwayPlayer3Name	AwayPlayer4Name	AwayPlayer5Name	StartScoreHome	StartScoreAway	EndScoreHome	EndScoreAway	PointsScoredHome	PointsScoredAway	PlusMinusHome	PlusMinusAway	PossessionsHome	PossessionsAway	OffensiveRtgHome	OffensiveRtgAway	OverallRtgHomevsAway	OverallRtgAwayvsHome	OffensiveReboundsHome	OffensiveReboundsAway	DefensiveReboundsHome	DefensiveReboundsAway	OffensiveReboundingRateHome	OffensiveReboundingRateAway	DefensiveReboundingRateHome	DefensiveReboundingRateAway
20110416ATLORL	00:48:00	00:42:23	00:05:37	337	158	90	151	83	149	110	86	94	695	223	Nelson	J. Richardson	Turkoglu	Bass	Howard	Hinrich	Johnson	Smith	Horford	Collins	0	0	5	9	5	9	-4	4	9	9	55.5556	100	-44.4444	44.4444	4	1	2	5	0.444444	0.333333	0.666667	0.555556
20110416ATLORL	00:42:23	00:41:15	00:01:08	68	158	90	151	779	149	110	86	94	695	223	Nelson	J. Richardson	Turkoglu	Anderson	Howard	Hinrich	Johnson	Smith	Horford	Collins	5	9	7	13	2	4	-2	2	3	2	66.6667	200	-133.333	133.333	0	0	0	0	NULL	NULL	NULL	NULL
20110416ATLORL	00:41:15	00:39:36	00:01:39	99	158	90	151	779	149	110	86	94	695	88	Nelson	J. Richardson	Turkoglu	Anderson	Howard	Hinrich	Johnson	Smith	Horford	Pachulia	7	13	10	13	3	0	3	-3	3	3	100	0	100	-100	1	2	3	1	0.5	0.4	0.6	0.5
20110416ATLORL	00:39:36	00:38:41	00:00:55	55	158	90	151	779	149	249	86	94	695	323	Nelson	J. Richardson	Turkoglu	Anderson	Howard	Crawford	Johnson	Smith	Horford	Thomas	10	13	10	13	0	0	0	0	1	1	0	0	0	0	0	2	1	1	0	0.666667	0.333333	1
20110416ATLORL	00:38:41	00:37:34	00:01:07	67	313	90	151	779	149	249	86	97	695	323	Arenas	J. Richardson	Turkoglu	Anderson	Howard	Crawford	Johnson	Williams	Horford	Thomas	10	13	12	15	2	2	0	0	2	2	100	100	0	0	0	1	1	0	NULL	0.5	0.5	NULL
20110416ATLORL	00:37:34	00:37:20	00:00:14	14	313	90	151	779	149	249	97	94	695	323	Arenas	J. Richardson	Turkoglu	Anderson	Howard	Crawford	Williams	Smith	Horford	Thomas	12	15	13	15	1	0	1	-1	1	1	100	0	100	-100	1	1	1	0	1	0.5	0.5	0
20110416ATLORL	00:37:20	00:36:57	00:00:23	23	313	90	151	779	83	249	97	94	695	323	Arenas	J. Richardson	Turkoglu	Anderson	Bass	Crawford	Williams	Smith	Horford	Thomas	13	15	14	15	1	0	1	-1	1	1	100	0	100	-100	1	0	0	0	1	NULL	NULL	0
20110416ATLORL	00:36:57	00:36:00	00:00:57	57	313	599	151	779	83	249	97	94	695	323	Arenas	Redick	Turkoglu	Anderson	Bass	Crawford	Williams	Smith	Horford	Thomas	14	15	19	17	5	2	3	-3	2	3	250	66.6667	183.333	-183.333	0	0	0	0	NULL	NULL	NULL	NULL
20110416ATLORL	00:36:00	00:35:08	00:00:52	52	313	599	151	779	83	249	86	97	94	695	Arenas	Redick	Turkoglu	Anderson	Bass	Crawford	Johnson	Williams	Smith	Horford	19	17	19	21	0	4	-4	4	2	3	0	133.333	-133.333	133.333	0	0	1	1	0	0	1	1
20110416ATLORL	00:35:08	00:34:56	00:00:12	12	313	599	90	779	149	249	86	97	94	695	Arenas	Redick	J. Richardson	Anderson	Howard	Crawford	Johnson	Williams	Smith	Horford	19	21	19	21	0	0	0	0	0	0	NULL	NULL	NULL	NULL	0	0	0	0	NULL	NULL	NULL	NULL
20110416ATLORL	00:34:56	00:31:35	00:03:21	201	313	599	90	779	149	249	86	97	430	695	Arenas	Redick	J. Richardson	Anderson	Howard	Crawford	Johnson	Williams	Powell	Horford	19	21	31	29	12	8	4	-4	6	6	200	133.333	66.6667	-66.6667	1	0	2	1	0.5	0	1	0.5
20110416ATLORL	00:31:35	00:30:19	00:01:16	76	313	599	90	779	149	249	86	97	695	323	Arenas	Redick	J. Richardson	Anderson	Howard	Crawford	Johnson	Williams	Horford	Thomas	31	29	35	33	4	4	0	0	2	2	200	200	0	0	0	0	0	0	NULL	NULL	NULL	NULL
20110416ATLORL	00:30:19	00:30:06	00:00:13	13	313	90	151	83	149	110	249	86	695	323	Arenas	J. Richardson	Turkoglu	Bass	Howard	Hinrich	Crawford	Johnson	Horford	Thomas	35	33	35	34	0	1	-1	1	1	1	0	100	-100	100	0	1	0	0	NULL	1	0	NULL
20110416ATLORL	00:30:06	00:28:35	00:01:31	91	158	90	151	83	149	110	249	86	695	323	Nelson	J. Richardson	Turkoglu	Bass	Howard	Hinrich	Crawford	Johnson	Horford	Thomas	35	34	41	40	6	6	0	0	3	2	200	300	-100	100	0	0	0	0	NULL	NULL	NULL	NULL
20110416ATLORL	00:28:35	00:25:58	00:02:37	157	158	90	151	83	149	110	249	86	430	695	Nelson	J. Richardson	Turkoglu	Bass	Howard	Hinrich	Crawford	Johnson	Powell	Horford	41	40	43	51	2	11	-9	9	4	5	50	220	-170	170	0	0	0	4	0	NULL	NULL	1
20110416ATLORL	00:25:58	00:25:27	00:00:31	31	158	599	237	779	149	110	249	86	430	695	Nelson	Redick	Q. Richardson	Anderson	Howard	Hinrich	Crawford	Johnson	Powell	Horford	43	51	46	51	3	0	3	-3	1	0	300	NULL	NULL	NULL	2	0	0	0	1	NULL	NULL	0
20110416ATLORL	00:25:27	00:24:00	00:01:27	87	158	599	237	779	149	110	249	97	430	695	Nelson	Redick	Q. Richardson	Anderson	Howard	Hinrich	Crawford	Williams	Powell	Horford	46	51	48	55	2	4	-2	2	3	3	66.6667	133.333	-66.6667	66.6667	2	0	1	1	0.666667	0	1	0.333333
20110416ATLORL	00:24:00	00:19:01	00:04:59	299	158	90	151	83	149	110	86	94	695	223	Nelson	J. Richardson	Turkoglu	Bass	Howard	Hinrich	Johnson	Smith	Horford	Collins	48	55	53	66	5	11	-6	6	8	9	62.5	122.222	-59.7222	59.7222	3	0	3	3	0.5	0	1	0.5
20110416ATLORL	00:19:01	00:18:33	00:00:28	28	158	90	151	779	149	110	86	94	695	223	Nelson	J. Richardson	Turkoglu	Anderson	Howard	Hinrich	Johnson	Smith	Horford	Collins	53	66	54	68	1	2	-1	1	2	1	50	200	-150	150	1	0	0	1	0.5	NULL	NULL	0.5
20110416ATLORL	00:18:33	00:16:14	00:02:19	139	158	90	151	779	149	110	86	94	695	88	Nelson	J. Richardson	Turkoglu	Anderson	Howard	Hinrich	Johnson	Smith	Horford	Pachulia	54	68	56	73	2	5	-3	3	3	4	66.6667	125	-58.3333	58.3333	0	1	1	2	0	0.5	0.5	1
20110416ATLORL	00:16:14	00:14:59	00:01:15	75	158	90	151	779	149	249	86	94	695	88	Nelson	J. Richardson	Turkoglu	Anderson	Howard	Crawford	Johnson	Smith	Horford	Pachulia	56	73	62	78	6	5	1	-1	2	2	300	250	50	-50	0	0	0	0	NULL	NULL	NULL	NULL
20110416ATLORL	00:14:59	00:13:10	00:01:49	109	158	599	151	779	149	249	86	94	695	88	Nelson	Redick	Turkoglu	Anderson	Howard	Crawford	Johnson	Smith	Horford	Pachulia	62	78	69	81	7	3	4	-4	3	3	233.333	100	133.333	-133.333	2	0	1	0	1	0	1	0
20110416ATLORL	00:13:10	00:12:24	00:00:46	46	158	599	151	779	149	249	86	97	94	695	Nelson	Redick	Turkoglu	Anderson	Howard	Crawford	Johnson	Williams	Smith	Horford	69	81	71	83	2	2	0	0	2	1	100	200	-100	100	1	0	1	0	1	0	1	0
20110416ATLORL	00:12:24	00:12:00	00:00:24	24	158	237	151	779	149	249	86	97	94	695	Nelson	Q. Richardson	Turkoglu	Anderson	Howard	Crawford	Johnson	Williams	Smith	Horford	71	83	71	85	0	2	-2	2	1	1	0	200	-200	200	0	0	0	1	0	NULL	NULL	1
20110416ATLORL	00:12:00	00:08:56	00:03:04	184	313	90	237	779	149	249	86	97	94	223	Arenas	J. Richardson	Q. Richardson	Anderson	Howard	Crawford	Johnson	Williams	Smith	Collins	71	85	73	89	2	4	-2	2	6	5	33.3333	80	-46.6667	46.6667	0	1	3	1	0	0.25	0.75	1
20110416ATLORL	00:08:56	00:08:24	00:00:32	32	313	90	237	151	149	249	86	97	695	223	Arenas	J. Richardson	Q. Richardson	Turkoglu	Howard	Crawford	Johnson	Williams	Horford	Collins	73	89	73	91	0	2	-2	2	0	1	NULL	200	NULL	NULL	1	0	0	0	1	NULL	NULL	0
20110416ATLORL	00:08:24	00:07:12	00:01:12	72	158	90	237	151	149	249	86	97	695	223	Nelson	J. Richardson	Q. Richardson	Turkoglu	Howard	Crawford	Johnson	Williams	Horford	Collins	73	91	75	91	2	0	2	-2	2	2	100	0	100	-100	0	0	1	0	NULL	0	1	NULL
20110416ATLORL	00:07:12	00:06:33	00:00:39	39	158	599	90	151	149	249	86	97	695	223	Nelson	Redick	J. Richardson	Turkoglu	Howard	Crawford	Johnson	Williams	Horford	Collins	75	91	77	92	2	1	1	-1	2	1	100	100	0	0	1	1	0	1	0.5	1	0	0.5
20110416ATLORL	00:06:33	00:05:33	00:01:00	60	158	599	90	151	149	249	86	94	695	88	Nelson	Redick	J. Richardson	Turkoglu	Howard	Crawford	Johnson	Smith	Horford	Pachulia	77	92	81	92	4	0	4	-4	2	2	200	0	200	-200	0	0	2	0	NULL	0	1	NULL
20110416ATLORL	00:05:33	00:04:40	00:00:53	53	158	599	90	151	149	110	86	94	695	88	Nelson	Redick	J. Richardson	Turkoglu	Howard	Hinrich	Johnson	Smith	Horford	Pachulia	81	92	83	92	2	0	2	-2	1	1	200	0	200	-200	0	2	1	0	NULL	0.666667	0.333333	NULL
20110416ATLORL	00:04:40	00:00:00	00:04:40	280	158	599	90	151	149	110	249	86	94	695	Nelson	Redick	J. Richardson	Turkoglu	Howard	Hinrich	Crawford	Johnson	Smith	Horford	83	92	93	103	10	11	-1	1	10	10	100	110	-10	10	2	1	4	4	0.333333	0.2	0.8	0.666667
20110416INDCHI	00:48:00	00:44:16	00:03:44	224	755	366	122	518	686	841	901	155	825	762	Rose	Bogans	Deng	Boozer	Noah	Collison	George	Granger	Hansbrough	Hibbert	0	0	6	10	6	10	-4	4	6	7	100	142.857	-42.857	42.857	0	3	1	1	0	0.75	0.25	1
20110416INDCHI	00:44:16	00:39:47	00:04:29	269	755	366	122	518	686	841	763	155	825	762	Rose	Bogans	Deng	Boozer	Noah	Collison	Rush	Granger	Hansbrough	Hibbert	6	10	15	21	9	11	-2	2	8	8	112.5	137.5	-25	25	7	3	2	2	0.777778	0.6	0.4	0.222222
20110416INDCHI	00:39:47	00:39:32	00:00:15	15	755	617	122	2	518	841	763	155	662	762	Rose	Brewer	Deng	Thomas	Boozer	Collison	Rush	Granger	McRoberts	Hibbert	15	21	18	21	3	0	3	-3	1	0	300	NULL	NULL	NULL	0	0	0	0	NULL	NULL	NULL	NULL
20110416INDCHI	00:39:32	00:37:12	00:02:20	140	755	617	122	2	518	841	92	155	662	762	Rose	Brewer	Deng	Thomas	Boozer	Collison	Dunleavy	Granger	McRoberts	Hibbert	18	21	21	27	3	6	-3	3	4	4	75	150	-75	75	3	1	1	1	0.75	0.5	0.5	0.25
20110416INDCHI	00:37:12	00:36:27	00:00:45	45	755	617	122	811	2	841	92	155	662	762	Rose	Brewer	Deng	Gibson	Thomas	Collison	Dunleavy	Granger	McRoberts	Hibbert	21	27	21	27	0	0	0	0	1	2	0	0	0	0	1	0	1	1	0.5	0	1	0.5
20110416INDCHI	00:36:27	00:36:00	00:00:27	27	755	54	122	811	2	841	92	155	662	762	Rose	Korver	Deng	Gibson	Thomas	Collison	Dunleavy	Granger	McRoberts	Hibbert	21	27	23	27	2	0	2	-2	2	1	100	0	100	-100	0	0	1	0	NULL	0	1	NULL
20110416INDCHI	00:36:00	00:34:18	00:01:42	102	726	617	122	811	880	826	92	155	662	468	Watson	Brewer	Deng	Gibson	Asik	Price	Dunleavy	Granger	McRoberts	Foster	23	27	25	29	2	2	0	0	3	3	66.6667	66.6667	0	0	0	0	2	1	0	0	1	1
20110416INDCHI	00:34:18	00:32:38	00:01:40	100	726	617	122	811	880	826	92	155	825	468	Watson	Brewer	Deng	Gibson	Asik	Price	Dunleavy	Granger	Hansbrough	Foster	25	29	27	34	2	5	-3	3	3	3	66.6667	166.667	-100	100	0	0	1	1	0	0	1	1
20110416INDCHI	00:32:38	00:31:19	00:01:19	79	726	617	54	811	518	826	763	92	825	468	Watson	Brewer	Korver	Gibson	Boozer	Price	Rush	Dunleavy	Hansbrough	Foster	27	34	29	34	2	0	2	-2	3	2	66.6667	0	66.6667	-66.6667	0	1	2	0	NULL	0.333333	0.666667	NULL
20110416INDCHI	00:31:19	00:31:08	00:00:11	11	755	617	54	518	686	826	763	92	825	468	Rose	Brewer	Korver	Boozer	Noah	Price	Rush	Dunleavy	Hansbrough	Foster	29	34	29	36	0	2	-2	2	0	1	NULL	200	NULL	NULL	0	1	0	0	NULL	1	0	NULL
20110416INDCHI	00:31:08	00:29:42	00:01:26	86	755	617	54	2	686	826	763	92	825	468	Rose	Brewer	Korver	Thomas	Noah	Price	Rush	Dunleavy	Hansbrough	Foster	29	36	37	40	8	4	4	-4	4	3	200	133.333	66.6667	-66.6667	4	1	1	0	1	0.5	0.5	0
20110416INDCHI	00:29:42	00:28:00	00:01:42	102	755	617	54	2	686	841	763	92	825	762	Rose	Brewer	Korver	Thomas	Noah	Collison	Rush	Dunleavy	Hansbrough	Hibbert	37	40	39	47	2	7	-5	5	2	3	100	233.333	-133.333	133.333	1	0	0	1	0.5	NULL	NULL	0.5
20110416INDCHI	00:28:00	00:24:00	00:04:00	240	755	54	122	2	686	841	901	155	825	762	Rose	Korver	Deng	Thomas	Noah	Collison	George	Granger	Hansbrough	Hibbert	39	47	51	55	12	8	4	-4	9	8	133.333	100	33.3333	-33.3333	1	1	1	2	0.333333	0.5	0.5	0.666667
20110416INDCHI	00:24:00	00:18:25	00:05:35	335	755	366	122	518	686	841	901	155	825	762	Rose	Bogans	Deng	Boozer	Noah	Collison	George	Granger	Hansbrough	Hibbert	51	55	57	67	6	12	-6	6	11	10	54.5455	120	-65.4545	65.4545	4	1	5	5	0.444444	0.166667	0.833333	0.555556
20110416INDCHI	00:18:25	00:15:32	00:02:53	173	755	366	122	2	686	841	901	155	825	762	Rose	Bogans	Deng	Thomas	Noah	Collison	George	Granger	Hansbrough	Hibbert	57	67	63	72	6	5	1	-1	5	5	120	100	20	-20	1	0	2	1	0.5	0	1	0.5
20110416INDCHI	00:15:32	00:14:56	00:00:36	36	755	366	122	2	686	841	901	92	825	762	Rose	Bogans	Deng	Thomas	Noah	Collison	George	Dunleavy	Hansbrough	Hibbert	63	72	65	74	2	2	0	0	1	1	200	200	0	0	0	0	0	0	NULL	NULL	NULL	NULL
20110416INDCHI	00:14:56	00:13:15	00:01:41	101	755	617	122	811	2	841	901	92	825	468	Rose	Brewer	Deng	Gibson	Thomas	Collison	George	Dunleavy	Hansbrough	Foster	65	74	69	76	4	2	2	-2	3	4	133.333	50	83.3333	-83.3333	0	1	1	0	NULL	0.5	0.5	NULL
20110416INDCHI	00:13:15	00:13:02	00:00:13	13	755	617	122	811	2	826	901	92	825	468	Rose	Brewer	Deng	Gibson	Thomas	Price	George	Dunleavy	Hansbrough	Foster	69	76	71	76	2	0	2	-2	1	0	200	NULL	NULL	NULL	0	0	0	0	NULL	NULL	NULL	NULL
20110416INDCHI	00:13:02	00:12:28	00:00:34	34	755	617	54	811	2	826	763	92	825	468	Rose	Brewer	Korver	Gibson	Thomas	Price	Rush	Dunleavy	Hansbrough	Foster	71	76	71	79	0	3	-3	3	1	1	0	300	-300	300	0	0	0	1	0	NULL	NULL	1
20110416INDCHI	00:12:28	00:12:00	00:00:28	28	755	617	54	811	2	826	763	92	662	468	Rose	Brewer	Korver	Gibson	Thomas	Price	Rush	Dunleavy	McRoberts	Foster	71	79	71	79	0	0	0	0	1	1	0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL
20110416INDCHI	00:12:00	00:10:51	00:01:09	69	755	617	54	811	2	826	763	155	662	468	Rose	Brewer	Korver	Gibson	Thomas	Price	Rush	Granger	McRoberts	Foster	71	79	75	82	4	3	1	-1	2	2	200	150	50	-50	0	0	1	0	NULL	0	1	NULL
20110416INDCHI	00:10:51	00:09:07	00:01:44	104	726	54	122	811	2	826	763	155	662	468	Watson	Korver	Deng	Gibson	Thomas	Price	Rush	Granger	McRoberts	Foster	75	82	81	87	6	5	1	-1	3	4	200	125	75	-75	1	0	1	1	0.5	0	1	0.5
20110416INDCHI	00:09:07	00:06:07	00:03:00	180	726	54	122	2	518	826	763	155	662	468	Watson	Korver	Deng	Thomas	Boozer	Price	Rush	Granger	McRoberts	Foster	81	87	83	89	2	2	0	0	4	3	50	66.6667	-16.6667	16.6667	0	2	2	3	0	0.5	0.5	1
20110416INDCHI	00:06:07	00:05:33	00:00:34	34	755	54	122	518	686	826	763	155	662	468	Rose	Korver	Deng	Boozer	Noah	Price	Rush	Granger	McRoberts	Foster	83	89	83	89	0	0	0	0	0	1	NULL	0	NULL	NULL	0	0	1	0	NULL	0	1	NULL
20110416INDCHI	00:05:33	00:04:52	00:00:41	41	755	54	122	518	686	841	763	155	825	762	Rose	Korver	Deng	Boozer	Noah	Collison	Rush	Granger	Hansbrough	Hibbert	83	89	88	91	5	2	3	-3	2	1	250	200	50	-50	0	0	1	0	NULL	0	1	NULL
20110416INDCHI	00:04:52	00:00:48	00:04:04	244	755	54	122	518	686	841	901	155	825	762	Rose	Korver	Deng	Boozer	Noah	Collison	George	Granger	Hansbrough	Hibbert	88	91	102	99	14	8	6	-6	8	8	175	100	75	-75	2	0	5	2	0.5	0	1	0.5
20110416INDCHI	00:00:48	00:00:14	00:00:34	34	755	617	122	2	686	841	901	155	825	762	Rose	Brewer	Deng	Thomas	Noah	Collison	George	Granger	Hansbrough	Hibbert	102	99	104	99	2	0	2	-2	1	1	200	0	200	-200	1	0	1	0	1	0	1	0
