GameID	StartTime	EndTime	ElapsedTime	ElapsedSecs	HomePlayer1ID	HomePlayer2ID	HomePlayer3ID	HomePlayer4ID	HomePlayer5ID	AwayPlayer1ID	AwayPlayer2ID	AwayPlayer3ID	AwayPlayer4ID	AwayPlayer5ID	HomePlayer1Name	HomePlayer2Name	HomePlayer3Name	HomePlayer4Name	HomePlayer5Name	AwayPlayer1Name	AwayPlayer2Name	AwayPlayer3Name	AwayPlayer4Name	AwayPlayer5Name	StartScoreHome	StartScoreAway	EndScoreHome	EndScoreAway	PointsScoredHome	PointsScoredAway	PlusMinusHome	PlusMinusAway	PossessionsHome	PossessionsAway	OffensiveRtgHome	OffensiveRtgAway	OverallRtgHomevsAway	OverallRtgAwayvsHome	OffensiveReboundsHome	OffensiveReboundsAway	DefensiveReboundsHome	DefensiveReboundsAway	OffensiveReboundingRateHome	OffensiveReboundingRateAway	DefensiveReboundingRateHome	DefensiveReboundingRateAway
20090418CHIBOS	00:48:00	00:42:56	00:05:04	304	166	675	253	240	553	119	686	755	59	559	R. Allen	Davis	Perkins	Pierce	Rondo	Gordon	Noah	Rose	Salmons	Ty. Thomas	0	0	8	11	8	11	-3	3	12	11	66.6667	100	-33.3333	33.3333	0	2	2	5	0	0.5	0.5	1
20090418CHIBOS	00:42:56	00:38:33	00:04:23	263	166	675	253	240	553	119	65	686	755	59	R. Allen	Davis	Perkins	Pierce	Rondo	Gordon	Miller	Noah	Rose	Salmons	8	11	20	19	12	8	4	-4	8	9	150	88.8889	61.1111	-61.1111	2	0	4	3	0.4	0	1	0.6
20090418CHIBOS	00:38:33	00:38:03	00:00:30	30	501	253	240	552	553	119	110	65	686	59	T. Allen	Perkins	Pierce	Powe	Rondo	Gordon	Hinrich	Miller	Noah	Salmons	20	19	24	19	4	0	4	-4	2	1	200	0	200	-200	0	2	1	0	NULL	0.666667	0.333333	NULL
20090418CHIBOS	00:38:03	00:37:48	00:00:15	15	501	20	253	552	553	119	110	65	686	59	T. Allen	House	Perkins	Powe	Rondo	Gordon	Hinrich	Miller	Noah	Salmons	24	19	24	19	0	0	0	0	0	1	NULL	0	NULL	NULL	0	0	0	0	NULL	NULL	NULL	NULL
20090418CHIBOS	00:37:48	00:37:01	00:00:47	47	501	20	253	552	553	119	110	65	686	755	T. Allen	House	Perkins	Powe	Rondo	Gordon	Hinrich	Miller	Noah	Rose	24	19	26	24	2	5	-3	3	2	2	100	250	-150	150	0	0	0	1	0	NULL	NULL	1
20090418CHIBOS	00:37:01	00:36:18	00:00:43	43	501	20	411	552	553	119	110	65	686	755	T. Allen	House	Moore	Powe	Rondo	Gordon	Hinrich	Miller	Noah	Rose	26	24	26	28	0	4	-4	4	2	2	0	200	-200	200	0	0	0	1	0	NULL	NULL	1
20090418CHIBOS	00:36:18	00:36:00	00:00:18	18	166	20	244	240	553	119	110	755	59	125	R. Allen	House	Marbury	Pierce	Rondo	Gordon	Hinrich	Rose	Salmons	Ti. Thomas	26	28	28	28	2	0	2	-2	1	1	200	0	200	-200	0	0	0	0	NULL	NULL	NULL	NULL
20090418CHIBOS	00:36:00	00:31:12	00:04:48	288	501	20	244	411	552	119	110	65	755	125	T. Allen	House	Marbury	Moore	Powe	Gordon	Hinrich	Miller	Rose	Ti. Thomas	28	28	36	38	8	10	-2	2	9	10	88.8889	100	-11.1111	11.1111	3	1	6	5	0.375	0.142857	0.857143	0.625
20090418CHIBOS	00:31:12	00:29:18	00:01:54	114	166	675	20	244	552	110	65	755	59	559	R. Allen	Davis	House	Marbury	Powe	Hinrich	Miller	Rose	Salmons	Ty. Thomas	36	38	38	42	2	4	-2	2	4	4	50	100	-50	50	0	0	1	2	0	0	1	1
20090418CHIBOS	00:29:18	00:27:40	00:01:38	98	166	675	253	240	553	110	686	755	59	559	R. Allen	Davis	Perkins	Pierce	Rondo	Hinrich	Noah	Rose	Salmons	Ty. Thomas	38	42	38	44	0	2	-2	2	4	3	0	66.6667	-66.6667	66.6667	0	1	2	3	0	0.333333	0.666667	1
20090418CHIBOS	00:27:40	00:25:08	00:02:32	152	166	675	253	240	553	119	686	755	59	559	R. Allen	Davis	Perkins	Pierce	Rondo	Gordon	Noah	Rose	Salmons	Ty. Thomas	38	44	42	49	4	5	-1	1	4	4	100	125	-25	25	3	0	1	2	0.6	0	1	0.4
20090418CHIBOS	00:25:08	00:24:05	00:01:03	63	166	675	253	240	553	119	65	686	755	59	R. Allen	Davis	Perkins	Pierce	Rondo	Gordon	Miller	Noah	Rose	Salmons	42	49	44	51	2	2	0	0	2	3	100	66.6667	33.3333	-33.3333	0	0	1	0	NULL	0	1	NULL
