PlayerID	PlayerTrueName	PlayerTeams	SimpleMin	SimplePossFor	SimplePossOpp	SimplePointsFor	SimplePointsOpp	SimpleOffRtg	SimpleDefRtg	SimpleOverallRtg	SimpleORebFor	SimpleORebOpp	SimpleDRebFor	SimpleDRebOpp	SimpleORebRate	SimpleDRebRate	WeightedMinOffCourt	WeightedPossForOffCourt	WeightedPossOppOffCourt	WeightedPointsForOffCourt	WeightedPointsOppOffCourt	WeightedOffRtgOffCourt	WeightedDefRtgOffCourt	WeightedOverallRtgOffCourt	WeightedORebForOffCourt	WeightedORebOppOffCourt	WeightedDRebForOffCourt	WeightedDRebOppOffCourt	WeightedORebRateOffCourt	WeightedDRebRateOffCourt	WeightedOverallRtgOnCourt	WeightedORebRateOnCourt	WeightedDRebRateOnCourt	WeightedOverallRtgOnCourtMinusOffCourt	WeightedORebRateOnCourtMinusOffCourt	WeightedDRebRateOnCourtMinusOffCourt	AdjustedPM	AdjustedPMStdErr
36	Najera, Eduardo	DEN	95.5833	168	175	171	200	101.786	114.286	-12.5	37	35	62	62	0.373737	0.639175	144.4167	272	267	270	271	99.2647	101.498	-2.2334	43	36	102	98	0.305	0.7391	-12.5	0.373737	0.639175	-10.2666	0.0687	-0.0999	NULL	NULL
37	Oberto, Fabricio	SAS	415.0667	768	767	851	763	110.807	99.4785	11.3288	102	128	281	273	0.272	0.687042	544.9333	1019	1017	1062	1071	104.22	105.31	-1.0899	146	156	365	364	0.2863	0.7006	11.3288	0.272	0.687042	12.4187	-0.0143	-0.0136	NULL	NULL
39	Buckner, Greg	DAL	43.6333	91	93	70	89	76.9231	95.6989	-18.7758	17	14	34	41	0.293103	0.708333	244.3667	474	471	521	542	109.916	115.074	-5.1587	84	68	161	154	0.3529	0.7031	-18.7758	0.293103	0.708333	-13.6171	-0.0598	0.0052	NULL	NULL
40	Mohammed, Nazr	DET	5.7333	12	11	9	4	75	36.3636	38.6364	3	2	6	3	0.5	0.75	772.2667	1382	1384	1453	1411	105.137	101.951	3.1866	223	234	494	505	0.3063	0.6786	38.6364	0.5	0.75	35.4498	0.1937	0.0714	NULL	NULL
41	Johnson, DerMarr	DEN	0.0000	0	0	0	0	NULL	NULL	NULL	0	0	0	0	NULL	NULL	240.0000	440	442	441	471	100.227	106.561	-6.33381	80	71	164	160	0.333333	0.697872	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
42	Elson, Francisco	SAS	229.9167	410	427	413	450	100.732	105.386	-4.65471	63	74	146	138	0.313433	0.663636	730.0833	1377	1357	1500	1384	108.933	101.99	6.9428	185	210	500	499	0.2705	0.7042	-4.65471	0.313433	0.663636	-11.5975	0.0429	-0.0406	NULL	NULL
44	Webber, Chris	DET	403.9667	715	707	763	760	106.713	107.496	-0.783177	116	112	239	259	0.309333	0.680912	374.0333	679	688	699	655	102.946	95.2035	7.742	110	124	261	249	0.3064	0.6779	-0.783177	0.309333	0.680912	-8.5252	0.0029	0.003	NULL	NULL
46	Iverson, Allen	DEN	223.3000	409	411	411	434	100.489	105.596	-5.10711	75	64	153	150	0.333333	0.705069	16.7000	31	31	30	37	96.7742	119.355	-22.5806	5	7	11	10	0.3333	0.6111	-5.10711	0.333333	0.705069	17.4735	0	0.094	NULL	NULL
47	Ford, T.J.	TOR	136.1833	260	260	251	281	96.5385	108.077	-11.5385	33	31	85	96	0.255814	0.732759	151.8167	283	280	294	296	103.887	105.714	-1.8274	22	34	105	107	0.1705	0.7554	-11.5385	0.255814	0.732759	-9.7111	0.0853	-0.0226	NULL	NULL
62	Wells, Bonzi	HOU	0.0000	0	0	0	0	NULL	NULL	NULL	0	0	0	0	NULL	NULL	336.0000	618	618	611	633	98.8673	102.427	-3.55987	79	92	229	231	0.254839	0.713396	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
63	Smith, J.R.	DEN	46.9167	91	87	74	102	81.3187	117.241	-35.9227	21	17	27	40	0.344262	0.613636	193.0833	349	355	367	369	105.158	103.944	1.2139	59	54	137	120	0.3296	0.7173	-35.9227	0.344262	0.613636	-37.1366	0.0147	-0.1037	NULL	NULL
66	Brown, Collier (P.J.)	CHI	227.5667	407	406	426	400	104.668	98.5222	6.14614	80	58	164	139	0.365297	0.738739	252.4333	489	490	498	513	101.84	104.694	-2.8534	69	76	168	174	0.284	0.6885	6.14614	0.365297	0.738739	8.9995	0.0813	0.0502	NULL	NULL
71	Nachbar, Bostjan	NJN	280.6833	536	527	552	560	102.985	106.262	-3.27678	59	62	195	180	0.246862	0.758755	295.3167	534	541	530	500	99.2509	92.4214	6.8295	68	77	213	214	0.2411	0.7345	-3.27678	0.246862	0.758755	-10.1063	0.0058	0.0243	NULL	NULL
87	Davis, Baron	GSW	444.7667	884	882	992	951	112.217	107.823	4.39407	114	158	270	337	0.252772	0.630841	88.2333	184	184	181	203	98.3696	110.326	-11.9565	30	43	53	52	0.3659	0.5521	4.39407	0.252772	0.630841	16.3506	-0.1131	0.0787	NULL	NULL
90	Richardson, Jason	GSW	427.9833	855	859	956	946	111.813	110.128	1.68481	120	158	261	310	0.27907	0.622912	105.0167	213	207	217	208	101.878	100.483	1.3948	24	43	62	79	0.233	0.5905	1.68481	0.27907	0.622912	0.29	0.0461	0.0324	NULL	NULL
93	Foyle, Adonal	GSW	5.8000	9	11	12	11	133.333	100	33.3333	1	1	5	3	0.25	0.833333	527.2000	1059	1055	1161	1143	109.632	108.341	1.2905	143	200	318	386	0.2703	0.6139	33.3333	0.25	0.833333	32.0428	-0.0203	0.2194	NULL	NULL
95	Harrington, Al	GSW	261.8833	533	526	580	563	108.818	107.034	1.78379	74	102	155	193	0.277154	0.603113	271.1167	535	540	593	591	110.841	109.444	1.3967	70	99	168	196	0.2632	0.6292	1.78379	0.277154	0.603113	0.3871	0.014	-0.0261	NULL	NULL
98	Pietrus, Mickael	GSW	209.1000	410	413	451	449	110	108.717	1.28329	59	86	122	149	0.283654	0.586538	323.9000	658	653	722	705	109.726	107.963	1.7632	85	115	201	240	0.2615	0.6361	1.28329	0.283654	0.586538	-0.4799	0.0222	-0.0496	NULL	NULL
101	Biedrins, Andris	GSW	267.5167	530	528	579	553	109.245	104.735	4.51043	69	95	168	196	0.260377	0.638783	265.4833	538	538	594	601	110.409	111.71	-1.3011	75	106	155	193	0.2799	0.5939	4.51043	0.260377	0.638783	5.8115	-0.0195	0.0449	NULL	NULL
103	Fisher, Derek	UTA	445.1500	851	846	879	875	103.29	103.428	-0.137649	124	96	296	284	0.303922	0.755102	375.8500	718	723	785	774	109.331	107.054	2.2775	142	99	273	223	0.389	0.7339	-0.137649	0.303922	0.755102	-2.4151	-0.0851	0.0212	NULL	NULL
107	Cabarkapa, Zarko	GSW	0.0000	0	0	0	0	NULL	NULL	NULL	0	0	0	0	NULL	NULL	533.0000	1068	1066	1173	1154	109.831	108.255	1.5763	144	201	323	389	0.270169	0.616412	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
110	Hinrich, Kirk	CHI	361.5833	676	677	712	711	105.325	105.022	0.303287	114	109	250	240	0.322034	0.696379	118.4167	220	219	212	202	96.3636	92.2374	4.1262	35	25	82	73	0.3241	0.7664	0.303287	0.322034	0.696379	-3.8229	-0.0021	-0.07	NULL	NULL
112	Nocioni, Andres	CHI	196.9833	383	379	386	377	100.783	99.4723	1.31099	57	50	137	137	0.293814	0.73262	283.0167	513	517	538	536	104.873	103.675	1.1982	92	84	195	176	0.3433	0.6989	1.31099	0.293814	0.73262	0.1128	-0.0495	0.0337	NULL	NULL
113	Duhon, Chris	CHI	172.2500	318	322	308	339	96.8553	105.28	-8.42416	47	45	107	111	0.297468	0.703947	307.7500	578	574	616	574	106.574	100	6.5744	102	89	225	202	0.3355	0.7166	-8.42416	0.297468	0.703947	-14.9986	-0.038	-0.0127	NULL	NULL
119	Gordon, Ben	CHI	395.2833	734	727	794	723	108.174	99.4498	8.72459	119	117	286	246	0.326027	0.709677	84.7167	162	169	130	190	80.2469	112.426	-32.1791	30	17	46	67	0.3093	0.7302	8.72459	0.326027	0.709677	40.9037	0.0167	-0.0205	NULL	NULL
120	Sweetney, Michael	CHI	3.3667	8	8	4	10	50	125	-75	0	0	3	4	0	1	476.6333	888	888	920	903	103.604	101.689	1.9144	149	134	329	309	0.3253	0.7106	-75	0	1	-76.9144	-0.3253	0.2894	NULL	NULL
121	Songaila, Darius	WAS	89.5333	171	170	175	212	102.339	124.706	-22.3667	20	23	48	74	0.212766	0.676056	102.4667	184	186	191	189	103.804	101.613	2.1914	26	36	65	83	0.2385	0.6436	-22.3667	0.212766	0.676056	-24.5581	-0.0257	0.0325	NULL	NULL
122	Deng, Luol	CHI	409.6667	760	759	798	780	105	102.767	2.2332	131	120	287	258	0.336761	0.70516	70.3333	136	137	126	133	92.6471	97.0803	-4.4332	18	14	45	55	0.2466	0.7627	2.2332	0.336761	0.70516	6.6664	0.0902	-0.0575	NULL	NULL
123	Ely, Melvin	SAS	0.0000	0	0	0	0	NULL	NULL	NULL	0	0	0	0	NULL	NULL	960.0000	1787	1784	1913	1834	107.051	102.803	4.24823	248	284	646	637	0.280226	0.694624	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
129	Jones, Jumaine	PHX	0.0000	0	0	0	0	NULL	NULL	NULL	0	0	0	0	NULL	NULL	528.0000	1035	1036	1145	1090	110.628	105.212	5.41566	140	156	373	354	0.283401	0.705104	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
130	Allen, Malik	CHI	34.4667	67	68	42	68	62.6866	100	-37.3134	14	8	23	37	0.27451	0.741935	445.5333	829	828	882	845	106.393	102.053	4.3401	135	126	309	276	0.3285	0.7103	-37.3134	0.27451	0.741935	-41.6535	-0.054	0.0316	NULL	NULL
131	Piatkowski, Eric	PHX	2.9500	5	6	8	7	160	116.667	43.3333	0	0	1	1	0	1	525.0500	1030	1030	1137	1083	110.388	105.146	5.2427	140	156	372	353	0.284	0.7045	43.3333	0	1	38.0906	-0.284	0.2955	NULL	NULL
132	Okur, Mehmet	UTA	585.4000	1123	1121	1182	1195	105.254	106.601	-1.34746	178	137	411	371	0.324226	0.75	235.6000	446	448	482	454	108.072	101.339	6.7325	88	58	158	136	0.3929	0.7315	-1.34746	0.324226	0.75	-8.08	-0.0687	0.0185	NULL	NULL
133	Giricek, Gordan	UTA	306.5000	589	588	607	599	103.056	101.871	1.18528	101	79	222	190	0.347079	0.737542	514.5000	980	981	1057	1050	107.857	107.034	0.8235	165	116	347	317	0.3423	0.7495	1.18528	0.347079	0.737542	0.3618	0.0048	-0.012	NULL	NULL
136	Kirilenko, Andrei	UTA	526.7833	1011	1013	1091	1088	107.913	107.404	0.509206	160	120	372	324	0.330579	0.756098	294.2167	558	556	573	561	102.688	100.899	1.7889	106	75	197	183	0.3668	0.7243	0.509206	0.330579	0.756098	-1.2797	-0.0362	0.0318	NULL	NULL
137	Collins, Jarron	UTA	109.6167	203	197	213	203	104.926	103.046	1.88042	36	25	70	70	0.339623	0.736842	711.3833	1366	1372	1451	1446	106.223	105.394	0.829	230	170	499	437	0.3448	0.7459	1.88042	0.339623	0.736842	1.0514	-0.0052	-0.0091	NULL	NULL
138	Harpring, Matt	UTA	433.1167	818	825	872	856	106.601	103.758	2.84389	155	109	290	260	0.373494	0.726817	387.8833	751	744	792	793	105.459	106.586	-1.1266	111	86	279	247	0.3101	0.7644	2.84389	0.373494	0.726817	3.9705	0.0634	-0.0376	NULL	NULL
139	Williams, Deron	UTA	657.0500	1262	1265	1346	1338	106.656	105.771	0.885351	206	149	460	410	0.334416	0.755337	163.9500	307	304	318	311	103.583	102.303	1.2804	60	46	109	97	0.3822	0.7032	0.885351	0.334416	0.755337	-0.395	-0.0478	0.0521	NULL	NULL
141	Humphries, Kris	TOR	68.9167	129	127	127	125	98.4496	98.4252	0.0244156	13	13	50	50	0.206349	0.793651	219.0833	414	413	418	452	100.966	109.443	-8.4769	42	52	140	153	0.2154	0.7292	0.0244156	0.206349	0.793651	8.5013	-0.0091	0.0645	NULL	NULL
144	Battie, Tony	ORL	86.7500	152	151	160	179	105.263	118.543	-13.2799	24	19	55	54	0.307692	0.743243	105.2500	190	191	192	209	101.053	109.424	-8.3715	33	34	69	68	0.3267	0.6699	-13.2799	0.307692	0.743243	-4.9084	-0.019	0.0733	NULL	NULL
147	Jackson, Stephen	GSW	453.5667	915	907	994	980	108.634	108.049	0.585368	117	165	282	335	0.25885	0.630872	79.4333	153	159	179	174	116.993	109.434	7.5595	27	36	41	54	0.3333	0.5325	0.585368	0.25885	0.630872	-6.9741	-0.0745	0.0984	NULL	NULL
148	Stevenson, DeShawn	WAS	122.1167	219	221	210	239	95.8904	108.145	-12.2544	33	40	71	107	0.235714	0.63964	69.8833	136	135	156	162	114.706	120	-5.2941	13	19	42	50	0.2063	0.6885	-12.2544	0.235714	0.63964	-6.9603	0.0294	-0.0489	NULL	NULL
149	Howard, Dwight	ORL	167.4500	296	297	294	335	99.3243	112.795	-13.4703	48	49	107	106	0.311688	0.685897	24.5500	46	45	58	53	126.087	117.778	8.3092	9	4	17	16	0.36	0.8095	-13.4703	0.311688	0.685897	-21.7795	-0.0483	-0.1236	NULL	NULL
150	Croshere, Austin	DAL	33.5333	64	62	65	85	101.563	137.097	-35.5343	9	8	18	22	0.290323	0.692308	254.4667	501	502	526	546	104.99	108.765	-3.7749	92	74	177	173	0.3472	0.7052	-35.5343	0.290323	0.692308	-31.7594	-0.0569	-0.0129	NULL	NULL
151	Turkoglu, Hedo	ORL	155.6667	279	280	290	329	103.943	117.5	-13.5573	41	37	98	99	0.292857	0.725926	36.3333	63	62	62	59	98.4127	95.1613	3.2514	16	16	26	23	0.4103	0.619	-13.5573	0.292857	0.725926	-16.8087	-0.1174	0.1069	NULL	NULL
153	Jasikevicius, Sarunas	GSW	5.9333	10	12	9	8	90	66.6667	23.3333	2	0	7	5	0.285714	1	527.0667	1058	1054	1164	1146	110.019	108.729	1.2903	142	201	316	384	0.27	0.6112	23.3333	0.285714	1	22.043	0.0157	0.3888	NULL	NULL
156	Outlaw, Bo	ORL	0.0000	0	0	0	0	NULL	NULL	NULL	0	0	0	0	NULL	NULL	192.0000	342	342	352	388	102.924	113.45	-10.5263	57	53	124	122	0.318436	0.700565	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
158	Nelson, Jameer	ORL	129.1000	233	230	244	272	104.721	118.261	-13.5398	41	29	81	80	0.338843	0.736364	62.9000	109	112	108	116	99.0826	103.571	-4.4889	16	24	43	42	0.2759	0.6418	-13.5398	0.338843	0.736364	-9.0509	0.0629	0.0946	NULL	NULL
161	Garrity, Pat	ORL	0.0000	0	0	0	0	NULL	NULL	NULL	0	0	0	0	NULL	NULL	192.0000	342	342	352	388	102.924	113.45	-10.5263	57	53	124	122	0.318436	0.700565	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
163	Evans, Reggie	DEN	0.0000	0	0	0	0	NULL	NULL	NULL	0	0	0	0	NULL	NULL	240.0000	440	442	441	471	100.227	106.561	-6.33381	80	71	164	160	0.333333	0.697872	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
174	Murray, Ronald (Flip)	DET	135.8500	242	243	237	247	97.9339	101.646	-3.71221	33	39	81	93	0.261905	0.675	642.1500	1152	1152	1225	1168	106.337	101.389	4.9479	193	197	419	415	0.3174	0.6802	-3.71221	0.261905	0.675	-8.6601	-0.0555	-0.0052	NULL	NULL
180	Radmanovic, Vladimir	LAL	0.0000	0	0	0	0	NULL	NULL	NULL	0	0	0	0	NULL	NULL	240.0000	472	474	490	542	103.814	114.346	-10.5324	80	69	160	171	0.318725	0.69869	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
185	Parker, William (Smush)	LAL	58.8667	117	118	109	119	93.1624	100.847	-7.68506	26	20	44	39	0.4	0.6875	181.1333	355	356	381	423	107.324	118.82	-11.4963	54	49	116	132	0.2903	0.703	-7.68506	0.4	0.6875	3.8112	0.1097	-0.0155	NULL	NULL
186	Bryant, Kobe	LAL	214.7333	422	426	445	490	105.45	115.023	-9.57324	69	59	141	153	0.310811	0.705	25.2667	50	48	45	52	90	108.333	-18.3333	11	10	19	18	0.3793	0.6552	-9.57324	0.310811	0.705	8.7601	-0.0685	0.0498	NULL	NULL
187	Odom, Lamar	LAL	191.8667	373	378	375	429	100.536	113.492	-12.9559	67	55	129	139	0.325243	0.701087	48.1333	99	96	115	113	116.162	117.708	-1.5467	13	14	31	32	0.2889	0.6889	-12.9559	0.325243	0.701087	-11.4092	0.0363	0.0122	NULL	NULL
188	Mihm, Chris	LAL	0.0000	0	0	0	0	NULL	NULL	NULL	0	0	0	0	NULL	NULL	240.0000	472	474	490	542	103.814	114.346	-10.5324	80	69	160	171	0.318725	0.69869	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
189	Brown, Kwame	LAL	132.9333	259	260	276	292	106.564	112.308	-5.74399	49	36	93	91	0.35	0.72093	107.0667	213	214	214	250	100.469	116.822	-16.3529	31	33	67	80	0.2793	0.67	-5.74399	0.35	0.72093	10.6089	0.0707	0.0509	NULL	NULL
190	George, Devean	DAL	109.3333	217	219	221	235	101.843	107.306	-5.46262	41	30	73	73	0.359649	0.708738	178.6667	348	345	370	396	106.322	114.783	-8.4608	60	52	122	122	0.3297	0.7011	-5.46262	0.359649	0.708738	2.9982	0.0299	0.0076	NULL	NULL
191	Cook, Brian	LAL	51.1333	98	97	121	115	123.469	118.557	4.91269	15	17	31	31	0.326087	0.645833	188.8667	374	377	369	427	98.6631	113.263	-14.5995	65	52	129	140	0.3171	0.7127	4.91269	0.326087	0.645833	19.5122	0.009	-0.0669	NULL	NULL
192	McKie, Aaron	LAL	0.0000	0	0	0	0	NULL	NULL	NULL	0	0	0	0	NULL	NULL	240.0000	472	474	490	542	103.814	114.346	-10.5324	80	69	160	171	0.318725	0.69869	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
193	Vujacic, Sasha	LAL	42.9000	84	84	88	94	104.762	111.905	-7.14286	7	16	29	30	0.189189	0.644444	197.1000	388	390	402	448	103.608	114.872	-11.2635	73	53	131	141	0.3411	0.712	-7.14286	0.189189	0.644444	4.1206	-0.1519	-0.0676	NULL	NULL
194	Bynum, Andrew	LAL	54.9833	111	112	108	121	97.2973	108.036	-10.7384	19	15	43	41	0.316667	0.741379	185.0167	361	362	382	421	105.817	116.298	-10.4812	61	54	117	130	0.3194	0.6842	-10.7384	0.316667	0.741379	-0.2572	-0.0027	0.0572	NULL	NULL
196	Williams, Jason	MIA	111.6000	214	213	216	239	100.935	112.207	-11.272	21	31	67	85	0.198113	0.683673	80.4000	150	151	139	160	92.6667	105.96	-13.2936	21	24	53	57	0.2692	0.6883	-11.272	0.198113	0.683673	2.0216	-0.0711	-0.0046	NULL	NULL
198	Battier, Shane	HOU	271.8333	507	508	498	523	98.2249	102.953	-4.7279	60	74	180	184	0.245902	0.708661	64.1667	111	110	113	110	101.802	100	1.8018	19	18	49	47	0.2879	0.7313	-4.7279	0.245902	0.708661	-6.5297	-0.042	-0.0226	NULL	NULL
