PlayerID	PlayerTrueName	PlayerTeams	SimpleMin	SimplePossFor	SimplePossOpp	SimplePointsFor	SimplePointsOpp	SimpleOffRtg	SimpleDefRtg	SimpleOverallRtg	SimpleORebFor	SimpleORebOpp	SimpleDRebFor	SimpleDRebOpp	SimpleORebRate	SimpleDRebRate	WeightedMinOffCourt	WeightedPossForOffCourt	WeightedPossOppOffCourt	WeightedPointsForOffCourt	WeightedPointsOppOffCourt	WeightedOffRtgOffCourt	WeightedDefRtgOffCourt	WeightedOverallRtgOffCourt	WeightedORebForOffCourt	WeightedORebOppOffCourt	WeightedDRebForOffCourt	WeightedDRebOppOffCourt	WeightedORebRateOffCourt	WeightedDRebRateOffCourt	WeightedOverallRtgOnCourt	WeightedORebRateOnCourt	WeightedDRebRateOnCourt	WeightedOverallRtgOnCourtMinusOffCourt	WeightedORebRateOnCourtMinusOffCourt	WeightedDRebRateOnCourtMinusOffCourt	AdjustedPM	AdjustedPMStdErr
2	Thomas, Kurt	CHI	74.0167	141	137	142	155	100.709	113.139	-12.4295	36	23	50	44	0.45	0.684932	698.9833	1262	1260	1338	1257	106.022	99.7619	6.2603	275	207	471	449	0.3798	0.6947	-12.4295	0.45	0.684932	-18.6898	0.0702	-0.0098	-6.25256	3.47474
3	Dampier, Erick	MIA	0.0000	0	0	0	0	NULL	NULL	NULL	0	0	0	0	NULL	NULL	1018.0000	1828	1832	1948	1892	106.565	103.275	3.28944	320	327	690	642	0.33264	0.678466	NULL	NULL	NULL	NULL	NULL	NULL	-8.13674	3.551
4	Marion, Shawn	DAL	690.4167	1251	1260	1368	1301	109.353	103.254	6.09855	205	236	449	427	0.324367	0.655474	322.5833	590	590	695	641	117.797	108.644	9.1525	91	98	196	212	0.3003	0.6667	6.09855	0.324367	0.655474	-3.054	0.0241	-0.0112	-5.83858	2.58855
5	Nowitzki, Dirk	DAL	826.0000	1506	1492	1723	1553	114.409	104.088	10.3206	240	261	541	514	0.318302	0.674564	187.0000	335	358	340	389	101.493	108.659	-7.1667	56	73	104	125	0.3094	0.5876	10.3206	0.318302	0.674564	17.4873	0.0089	0.087	17.2019	2.65464
6	Terry, Jason	DAL	683.9667	1264	1255	1478	1330	116.93	105.976	10.9543	212	227	414	411	0.340289	0.645866	329.0333	577	595	585	612	101.386	102.857	-1.4707	84	107	231	228	0.2692	0.6834	10.9543	0.340289	0.645866	12.425	0.0711	-0.0375	1.44944	2.57329
10	Jones, James	MIA	271.9333	488	489	553	491	113.32	100.409	12.9107	86	84	191	165	0.342629	0.694545	746.0667	1340	1343	1395	1401	104.104	104.319	-0.2142	234	243	499	477	0.3291	0.6725	12.9107	0.342629	0.694545	13.1249	0.0135	0.022	-0.758016	2.65606
20	House, Eddie	MIA	47.7333	91	95	93	93	102.198	97.8947	4.30307	14	9	36	32	0.304348	0.8	970.2667	1737	1737	1855	1799	106.793	103.569	3.2239	306	318	654	610	0.3341	0.6728	4.30307	0.304348	0.8	1.0792	-0.0298	0.1272	-4.83187	3.11988
21	Martin, Kenyon	DEN	148.1667	294	299	294	322	100	107.692	-7.69231	46	62	107	119	0.278788	0.633136	91.8333	181	176	193	189	106.63	107.386	-0.7565	35	32	62	68	0.3398	0.6596	-7.69231	0.278788	0.633136	-6.9358	-0.061	-0.0265	-2.71362	2.92378
23	Camby, Marcus	POR	166.8500	289	292	290	306	100.346	104.795	-4.4485	47	55	107	106	0.30719	0.660494	121.1500	216	213	239	254	110.648	119.249	-8.6007	33	38	71	74	0.3084	0.6514	-4.4485	0.30719	0.660494	4.1522	-0.0012	0.0091	-0.397151	2.75921
24	Ginobili, Manu	SAS	174.3333	335	331	350	331	104.478	100	4.47761	51	54	123	118	0.301775	0.694915	118.6667	222	224	216	254	97.2973	113.393	-16.0956	41	33	76	86	0.3228	0.6972	4.47761	0.301775	0.694915	20.5732	-0.021	-0.0023	8.01964	2.77613
