PlayerID	PlayerName	PlayerTrueName	League	TeamName3	Year	GameIDFound
306	S. Swift	Swift, Stromile	NBA	MEM	2006-2007	Season Start
307	D. Anderson	Anderson, Derek	NBA	CHA	2006-2007	20070410MIACHA
308	Alston	Alston, Rafer	NBA	HOU	2006-2007	Season Start
309	Wesley	Wesley, David	NBA	CLE	2006-2007	Season Start
312	Mutombo	Mutombo, Dikembe	NBA	HOU	2006-2007	Season Start
313	Arenas	Arenas, Gilbert	NBA	WAS	2006-2007	Season Start
314	Rose	Rose, Jalen	NBA	PHX	2006-2007	20061108PHXSAS
315	Jeffries	Jeffries, Jared	NBA	NYK	2006-2007	Season Start
316	Jamison	Jamison, Antawn	NBA	WAS	2006-2007	Season Start
317	J. Graham	Graham, Joey	NBA	TOR	2006-2007	Season Start
317	Graham	Graham, Joey	NBA	TOR	2006-2007	Season Start
318	James	James, Mike	NBA	MIN	2006-2007	Season Start
318	M. James	James, Mike	NBA	MIN	2006-2007	Season Start
319	Bosh	Bosh, Chris	NBA	TOR	2006-2007	Season Start
321	A. Daniels	Daniels, Antonio	NBA	WAS	2006-2007	Season Start
321	Daniels	Daniels, Antonio	NBA	WAS	2006-2007	Season Start
322	Haywood	Haywood, Brendan	NBA	WAS	2006-2007	Season Start
323	Thomas	Thomas, Etan	NBA	WAS	2006-2007	Season Start
323	E. Thomas	Thomas, Etan	NBA	WAS	2006-2007	Season Start
323	D. Thomas	Thomas, Etan	NBA	WAS	2006-2007	20061202WASCHI
324	Butler	Butler, Caron	NBA	WAS	2006-2007	Season Start
324	J. Butler	Butler, Caron	NBA	WAS	2006-2007	20070112WASNOK
324	C. Butler	Butler, Caron	NBA	WAS	2006-2007	Season Start
325	Araujo	Araujo, Rafael	NBA	UTA	2006-2007	Season Start
326	Peterson	Peterson, Morris	NBA	TOR	2006-2007	Season Start
327	Villanueva	Villanueva, Charlie	NBA	MIL	2006-2007	Season Start
328	J. Hayes	Hayes, Jarvis	NBA	WAS	2006-2007	20061122WASHOU
328	Hayes	Hayes, Jarvis	NBA	WAS	2006-2007	Season Start
329	Ruffin	Ruffin, Michael	NBA	WAS	2006-2007	Season Start
330	Bonner	Bonner, Matt	NBA	SAS	2006-2007	Season Start
331	Calderon	Calderon, Jose	NBA	TOR	2006-2007	Season Start
332	Atkins	Atkins, Chucky	NBA	MEM	2006-2007	Season Start
337	A. Johnson	Johnson, Anthony	NBA	DAL	2006-2007	Season Start
337	Johnson	Johnson, Anthony	NBA	DAL	2006-2007	Season Start
337	A. Johnson	Johnson, Anthony	NBA	ATL	2006-2007	Transaction Li
339	Medvedenko	Medvedenko, Slava	NBA	ATL	2006-2007	20061229ATLHOU
341	Korolev	Korolev, Yaroslav	NBA	LAC	2006-2007	Season Start
344	Udrih	Udrih, Beno	NBA	SAS	2006-2007	Season Start
348	Hudson	Hudson, Troy	NBA	MIN	2006-2007	Season Start
349	Dupree	Dupree, Ronald	NBA	DET	2006-2007	Season Start
350	Potapenko	Potapenko, Vitaly	NBA	SAC	2006-2007	Season Start
353	Williams	Williams, Aaron	NBA	LAC	2006-2007	Season Start
353	A. Williams	Williams, Aaron	NBA	LAC	2006-2007	Season Start
354	T. Outlaw	Outlaw, Travis	NBA	POR	2006-2007	Season Start
354	Outlaw	Outlaw, Travis	NBA	POR	2006-2007	Season Start
355	Blake	Blake, Steve	NBA	MIL	2006-2007	Season Start
355	Blake	Blake, Steve	NBA	DEN	2006-2007	20070112HOUDEN
356	Webster	Webster, Martell	NBA	POR	2006-2007	Season Start
357	Watson	Watson, Earl	NBA	SEA	2006-2007	Season Start
362	Frye	Frye, Channing	NBA	NYK	2006-2007	Season Start
366	Bogans	Bogans, Keith	NBA	ORL	2006-2007	Season Start
367	Dickau	Dickau, Dan	NBA	POR	2006-2007	Season Start
372	Head	Head, Luther	NBA	HOU	2006-2007	Season Start
373	Booth	Booth, Calvin	NBA	WAS	2006-2007	Season Start
377	Lee	Lee, David	NBA	NYK	2006-2007	Season Start
380	Williams	Williams, Eric	NBA	CHA	2006-2007	20070224TORCHA
380	E. Williams	Williams, Eric	NBA	SAS	2006-2007	Season Start
380	Williams	Williams, Eric	NBA	SAS	2006-2007	20061120SASPOR
383	J. Smith	Smith, Joe	NBA	PHI	2006-2007	Transaction Li
383	J. Smith	Smith, Joe	NBA	DEN	2006-2007	Season Start
383	Smith	Smith, Joe	NBA	PHI	2006-2007	Transaction Li
383	SmithTraded	Smith, Joe	NBA	DEN	2006-2007	20061218WASDEN
389	Pargo	Pargo, Jannero	NBA	NOK	2006-2007	Season Start
390	Maggette	Maggette, Corey	NBA	LAC	2006-2007	Season Start
391	Taylor	Taylor, Donell	NBA	WAS	2006-2007	Season Start
391	D. Taylor	Taylor, Donell	NBA	WAS	2006-2007	Season Start
392	Pollard	Pollard, Scot	NBA	CLE	2006-2007	Season Start
397	Sampson	Sampson, Jamal	NBA	DEN	2006-2007	Season Start
399	P. Burke	Burke, Pat	NBA	PHX	2006-2007	Season Start
399	Burke	Burke, Pat	NBA	PHX	2006-2007	Season Start
401	Posey	Posey, James	NBA	MIA	2006-2007	Season Start
402	Robinson	Robinson, Bernard	NBA	CHA	2006-2007	Season Start
402	B. Robinson	Robinson, Bernard	NBA	CHA	2006-2007	Season Start
402	B. Robinson	Robinson, Bernard	NBA	NJN	2006-2007	Transaction Li
403	Voskuhl	Voskuhl, Jake	NBA	CHA	2006-2007	Season Start
405	D. Davis	Davis, Dale	NBA	DET	2006-2007	Season Start
405	Davis	Davis, Dale	NBA	DET	2006-2007	Season Start
405	E. Davis	Davis, Dale	NBA	DET	2006-2007	20070115MINDET
408	L. Johnson	Johnson, Linton	NBA	NOK	2006-2007	Season Start
408	Johnson	Johnson, Linton	NBA	NOK	2006-2007	Season Start
410	Marks	Marks, Sean	NBA	PHX	2006-2007	Season Start
411	Moore	Moore, Mikki	NBA	NJN	2006-2007	Season Start
413	Blatche	Blatche, Andray	NBA	WAS	2006-2007	Season Start
414	A. Anderson	Anderson, Alan	NBA	CHA	2006-2007	Season Start
414	Anderson	Anderson, Alan	NBA	CHA	2006-2007	Season Start
416	Snyder	Snyder, Kirk	NBA	HOU	2006-2007	Season Start
417	Ellis	Ellis, Monta	NBA	GSW	2006-2007	Season Start
419	Dooling	Dooling, Keyon	NBA	ORL	2006-2007	Season Start
422	Hodge	Hodge, Julius	NBA	MIL	2006-2007	20070112MILPHI
422	Hodge	Hodge, Julius	NBA	DEN	2006-2007	Season Start
423	Butler	Butler, Jackie	NBA	SAS	2006-2007	Season Start
423	J. Butler	Butler, Jackie	NBA	SAS	2006-2007	Season Start
424	Sow	Sow, Pape	NBA	TOR	2006-2007	Season Start
426	Miles	Miles, C.J.	NBA	UTA	2006-2007	Season Start
430	J. Powell	Powell, Josh	NBA	IND	2006-2007	Season Start
430	Powell	Powell, Josh	NBA	IND	2006-2007	Season Start
430	Powell	Powell, Josh	NBA	GSW	2006-2007	Transaction Li
433	S. Randolph	Randolph, Shavlik	NBA	PHI	2006-2007	Season Start
433	Randolph	Randolph, Shavlik	NBA	PHI	2006-2007	Season Start
436	D. Martin	Martin, Darrick	NBA	TOR	2006-2007	Season Start
436	Martin	Martin, Darrick	NBA	TOR	2006-2007	Season Start
438	R. Marshall	Marshall, Rawle	NBA	IND	2006-2007	Season Start
438	Marshall	Marshall, Rawle	NBA	IND	2006-2007	Season Start
439	Mbenga	Mbenga, DJ	NBA	DAL	2006-2007	Season Start
444	A. Wright	Wright, Antoine	NBA	NJN	2006-2007	Season Start
444	Wright	Wright, Antoine	NBA	NJN	2006-2007	Season Start
450	Khryapa	Khryapa, Viktor	NBA	CHI	2006-2007	Season Start
453	Diogu	Diogu, Ike	NBA	IND	2006-2007	Transaction Li
453	Diogu	Diogu, Ike	NBA	GSW	2006-2007	Season Start
454	Wafer	Wafer, Von	NBA	LAC	2006-2007	20070226CHALAC
457	Roberson	Roberson, Anthony	NBA	GSW	2006-2007	Season Start
458	Dalembert	Dalembert, Samuel	NBA	PHI	2006-2007	Season Start
459	Walton	Walton, Luke	NBA	LAL	2006-2007	Season Start
460	Doleac	Doleac, Michael	NBA	MIA	2006-2007	Season Start
463	Thompson	Thompson, Dijon	NBA	ATL	2006-2007	20070109ATLIND
467	A. Griffin	Griffin, Adrian	NBA	CHI	2006-2007	Season Start
467	Griffin	Griffin, Adrian	NBA	CHI	2006-2007	Season Start
468	Foster	Foster, Jeff	NBA	IND	2006-2007	Season Start
470	Diener	Diener, Travis	NBA	ORL	2006-2007	Season Start
472	R. Swift	Swift, Robert	NBA	SEA	2006-2007	Season Start
472	Swift	Swift, Robert	NBA	SEA	2006-2007	Season Start
477	Graham	Graham, Stephen	NBA	POR	2006-2007	Season Start
477	S. Graham	Graham, Stephen	NBA	POR	2006-2007	Season Start
483	Livingston	Livingston, Shaun	NBA	LAC	2006-2007	Season Start
484	Cardinal	Cardinal, Brian	NBA	MEM	2006-2007	Season Start
486	G. Hill	Hill, Grant	NBA	ORL	2006-2007	Season Start
486	Hill	Hill, Grant	NBA	ORL	2006-2007	20061101CHIORL
488	Banks	Banks, Marcus	NBA	PHX	2006-2007	Season Start
489	Newble	Newble, Ira	NBA	CLE	2006-2007	Season Start
492	Stackhouse	Stackhouse, Jerry	NBA	DAL	2006-2007	Season Start
498	Lucas	Lucas, John	NBA	HOU	2006-2007	Season Start
500	Andriuskevicius	Andriuskevicius, Martynas	NBA	CHI	2006-2007	Season Start
501	Allen	Allen, Tony	NBA	BOS	2006-2007	Season Start
501	T. Allen	Allen, Tony	NBA	BOS	2006-2007	Season Start
501	A. Allen	Allen, Tony	NBA	BOS	2006-2007	20061231BOSSEA
505	Varejao	Varejao, Anderson	NBA	CLE	2006-2007	Season Start
508	C. Hayes	Hayes, Chuck	NBA	HOU	2006-2007	20061122WASHOU
508	Hayes	Hayes, Chuck	NBA	HOU	2006-2007	Season Start
509	Wright	Wright, Bracey	NBA	MIN	2006-2007	Season Start
509	B. Wright	Wright, Bracey	NBA	MIN	2006-2007	Season Start
510	A. Johnson	Johnson, Amir	NBA	DET	2006-2007	Season Start
510	Johnson	Johnson, Amir	NBA	DET	2006-2007	Season Start
514	G. Green	Green, Gerald	NBA	BOS	2006-2007	Season Start
514	Green	Green, Gerald	NBA	BOS	2006-2007	Season Start
515	L. Hunter	Hunter, Lindsey	NBA	DET	2006-2007	Season Start
515	Hunter	Hunter, Lindsey	NBA	DET	2006-2007	Season Start
516	Turiaf	Turiaf, Ronny	NBA	LAL	2006-2007	Season Start
517	Dw. Jones	Jones, Dwayne	NBA	CLE	2006-2007	Season Start
518	Boozer	Boozer, Carlos	NBA	UTA	2006-2007	Season Start
525	Barrett	Barrett, Andre	NBA	CHI	2006-2007	Season Start
527	Baker	Baker, Vin	NBA	MIN	2006-2007	Season Start
529	Schenscher	Schenscher, Luke	NBA	POR	2006-2007	20070322PORNYK
533	Livingston	Livingston, Randy	NBA	SEA	2006-2007	20070411SEAPHX
537	Stoudemire	Stoudemire, Amare	NBA	PHX	2006-2007	Season Start
541	W. Green	Green, Willie	NBA	PHI	2006-2007	Season Start
541	Green	Green, Willie	NBA	PHI	2006-2007	Season Start
544	Udoka	Udoka, Ime	NBA	POR	2006-2007	Season Start
548	Bozeman	Bozeman, Cedric	NBA	ATL	2006-2007	Season Start
549	Freije	Freije, Matt	NBA	ATL	2006-2007	Season Start
550	S. Jones	Jones, Solomon	NBA	ATL	2006-2007	Season Start
550	Jones	Jones, Solomon	NBA	ATL	2006-2007	Season Start
551	WilliamsNotStarting	Williams, Shelden	NBA	ATL	2006-2007	20061101ATLPHI
551	S. Williams	Williams, Shelden	NBA	ATL	2006-2007	Season Start
552	Powe	Powe, Leon	NBA	BOS	2006-2007	Season Start
553	Rondo	Rondo, Rajon	NBA	BOS	2006-2007	Season Start
554	Ray	Ray, Allan	NBA	BOS	2006-2007	Season Start
555	Morrison	Morrison, Adam	NBA	CHA	2006-2007	Season Start
556	Herrmann	Herrmann, Walter	NBA	CHA	2006-2007	Season Start
557	Hollins	Hollins, Ryan	NBA	CHA	2006-2007	Season Start
558	Sefolosha	Sefolosha, Thabo	NBA	CHI	2006-2007	Season Start
559	T. Thomas	Thomas, Tyrus	NBA	CHI	2006-2007	Season Start
559	Thomas	Thomas, Tyrus	NBA	CHI	2006-2007	Season Start
560	Brown	Brown, Shannon	NBA	CLE	2006-2007	Season Start
560	S. Brown	Brown, Shannon	NBA	CLE	2006-2007	Season Start
561	Gibson	Gibson, Daniel	NBA	CLE	2006-2007	Season Start
562	Ager	Ager, Maurice	NBA	DAL	2006-2007	Season Start
563	Barea	Barea, Jose	NBA	DAL	2006-2007	Season Start
564	Mensah-Bonsu	Mensah-Bonsu, Pops	NBA	DAL	2006-2007	Season Start
565	Diawara	Diawara, Yakhouba	NBA	DEN	2006-2007	Season Start
566	Blalock	Blalock, Will	NBA	DET	2006-2007	Season Start
567	O'Bryant	O'Bryant, Patrick	NBA	GSW	2006-2007	Season Start
568	Wagner	Wagner, Dajuan	NBA	GSW	2006-2007	Season Start
569	Novak	Novak, Steve	NBA	HOU	2006-2007	Season Start
570	Spanoulis	Spanoulis, Vassilis	NBA	HOU	2006-2007	Season Start
571	Sura	Sura, Bob	NBA	HOU	2006-2007	Season Start
572	Baston	Baston, Maceo	NBA	IND	2006-2007	Season Start
573	S. Williams	Williams, Shawne	NBA	IND	2006-2007	Season Start
573	Williams	Williams, Shawne	NBA	IND	2006-2007	Season Start
574	Davis	Davis, Paul	NBA	LAC	2006-2007	Season Start
574	P. Davis	Davis, Paul	NBA	LAC	2006-2007	Season Start
575	Farmar	Farmar, Jordan	NBA	LAL	2006-2007	Season Start
576	Williams	Williams, Shammond	NBA	LAL	2006-2007	Season Start
576	S. Williams	Williams, Shammond	NBA	LAL	2006-2007	Season Start
577	Gay	Gay, Rudy	NBA	MEM	2006-2007	Season Start
578	Johnson	Johnson, Alexander	NBA	MEM	2006-2007	Season Start
578	A. Johnson	Johnson, Alexander	NBA	MEM	2006-2007	Season Start
579	Lowry	Lowry, Kyle	NBA	MEM	2006-2007	Season Start
580	Kinsey	Kinsey, Tarence	NBA	MEM	2006-2007	Season Start
581	Quinn	Quinn, Chris	NBA	MIA	2006-2007	Season Start
582	Hite	Hite, Robert	NBA	MIA	2006-2007	Season Start
583	Ilyasova	Ilyasova, Ersan	NBA	MIL	2006-2007	Season Start
584	Markota	Markota, Damir	NBA	MIL	2006-2007	Season Start
585	Noel	Noel, David	NBA	MIL	2006-2007	Season Start
586	Greer	Greer, Lynn	NBA	MIL	2006-2007	Season Start
587	McCray	McCray, Chris	NBA	MIL	2006-2007	Season Start
588	Foye	Foye, Randy	NBA	MIN	2006-2007	Season Start
589	Smith	Smith, Craig	NBA	MIN	2006-2007	Season Start
589	C. Smith	Smith, Craig	NBA	MIN	2006-2007	Season Start
590	Adams	Adams, Hassan	NBA	NJN	2006-2007	Season Start
590	H. Adams	Adams, Hassan	NBA	NJN	2006-2007	Season Start
591	Ilic	Ilic, Mile	NBA	NJN	2006-2007	Season Start
592	M. Williams	Williams, Marcus	NBA	NJN	2006-2007	Season Start
592	Williams	Williams, Marcus	NBA	NJN	2006-2007	Season Start
593	Boone	Boone, Josh	NBA	NJN	2006-2007	Season Start
594	H. Armstrong	Armstrong, Hilton	NBA	NOK	2006-2007	Season Start
594	Armstrong	Armstrong, Hilton	NBA	NOK	2006-2007	Season Start
595	C. Simmons	Simmons, Cedric	NBA	NOK	2006-2007	Season Start
595	Simmons	Simmons, Cedric	NBA	NOK	2006-2007	Season Start
596	Vinicius	Vinicius, Marcus	NBA	NOK	2006-2007	Season Start
596	Viera de Souza	Vinicius, Marcus	NBA	NOK	2006-2007	20061125NOKDAL
597	Balkman	Balkman, Renaldo	NBA	NYK	2006-2007	Season Start
598	Collins	Collins, Mardy	NBA	NYK	2006-2007	Season Start
598	M. Collins	Collins, Mardy	NBA	NYK	2006-2007	Season Start
599	Redick	Redick, J.J.	NBA	ORL	2006-2007	Season Start
600	Augustine	Augustine, James	NBA	ORL	2006-2007	Season Start
601	Carney	Carney, Rodney	NBA	PHI	2006-2007	Season Start
602	Jones	Jones, Bobby	NBA	PHI	2006-2007	Season Start
602	B. Jones	Jones, Bobby	NBA	PHI	2006-2007	Season Start
603	McFarlin	McFarlin, Ivan	NBA	DEN	2006-2007	Transaction Li
603	McFarlin	McFarlin, Ivan	NBA	PHI	2006-2007	Season Start
604	S. Smith	Smith, Steven	NBA	PHI	2006-2007	Season Start
604	SmithDoubleFirst	Smith, Steven	NBA	PHI	2006-2007	Season Start
605	Rodriguez	Rodriguez, Sergio	NBA	POR	2006-2007	Season Start
606	Roy	Roy, Brandon	NBA	POR	2006-2007	Season Start
607	Aldridge	Aldridge, LaMarcus	NBA	POR	2006-2007	Season Start
608	Douby	Douby, Quincy	NBA	SAC	2006-2007	Season Start
609	Gelabale	Gelabale, Mickael	NBA	SEA	2006-2007	Season Start
610	Sene	Sene, Mouhamed	NBA	SEA	2006-2007	Season Start
611	Farmer	Farmer, Desmon	NBA	SEA	2006-2007	Season Start
612	Bargnani	Bargnani, Andrea	NBA	TOR	2006-2007	Season Start
614	A. Parker	Parker, Anthony	NBA	TOR	2006-2007	Season Start
614	Parker	Parker, Anthony	NBA	TOR	2006-2007	Season Start
615	Tucker	Tucker, P.J.	NBA	TOR	2006-2007	Season Start
616	Slokar	Slokar, Uros	NBA	TOR	2006-2007	Season Start
617	Brewer	Brewer, Ronnie	NBA	UTA	2006-2007	Season Start
619	D. Brown	Brown, Dee	NBA	UTA	2006-2007	Season Start
619	Brown	Brown, Dee	NBA	UTA	2006-2007	Season Start
620	Chase	Chase, Brian	NBA	UTA	2006-2007	Season Start
621	Powell	Powell Jr, Roger	NBA	UTA	2006-2007	Season Start
622	R. Mason	Mason, Roger	NBA	WAS	2006-2007	Season Start
622	Mason	Mason, Roger	NBA	WAS	2006-2007	Season Start
623	Lang	Lang, James	NBA	WAS	2006-2007	Season Start
629	Millsap	Millsap, Paul	NBA	UTA	2006-2007	20061101HOUUTA
636	Garbarjosa	Garbajosa, Jorge	NBA	TOR	2006-2007	20061101TORNJN
636	Garbajosa	Garbajosa, Jorge	NBA	TOR	2006-2007	20061110ATLTOR
640	Kleiza	Kleiza, Linas	NBA	DEN	2006-2007	20061102DENLAC
642	Glyniadakis	Glyniadakis, Andreas	NBA	SEA	2006-2007	20061110SEACHA
643	Azubuike	Azubuike, Kelenna	NBA	GSW	2006-2007	20070102GSWNOK
644	A. Brown	Brown, Andre	NBA	SEA	2006-2007	20070105NYKSEA
644	Brown	Brown, Andre	NBA	SEA	2006-2007	20070105NYKSEA
646	Williams	Williams, Justin	NBA	SAC	2006-2007	20070113HOUSAC
647	Major	Major, Renaldo	NBA	GSW	2006-2007	20070117GSWLAC
649	Conroy	Conroy, Will	NBA	MEM	2006-2007	20070131DALMEM
649	Conroy	Conroy, Will	NBA	LAC	2006-2007	20070301LACSEA
650	Richardson	Richardson, Jeremy	NBA	POR	2006-2007	20070311GSWPOR
650	Richardson	Richardson, Jeremy	NBA	ATL	2006-2007	20070131GSWATL
651	Reiner	Reiner, Jared	NBA	MIL	2006-2007	20070208MILNOK
652	Harrington	Harrington, Lorinza (Junior)	NBA	MEM	2006-2007	20070210MEMNOK
653	Amundson	Amundson, Louis	NBA	UTA	2006-2007	20070224BOSUTA
653	Amundson	Amundson, Louis	NBA	PHI	2006-2007	20070313PHIATL
654	White	White, James	NBA	SAS	2006-2007	20070326SASGSW
655	Morris	Morris, Randolph	NBA	NYK	2006-2007	20070328CLENYK
656	Hall	Hall, Mike	NBA	WAS	2006-2007	20070403WASCHA
657	Pinkney	Pinkney, Kevin	NBA	BOS	2006-2007	20070404BOSMIL
658	Willis	Willis, Kevin	NBA	DAL	2006-2007	20070407PORDAL
